"","long","lat","group","region","subregion","X","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","Citizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment"
"502",-91.9253540039062,41.1727447509766,808,"iowa","keokuk",54,10291,5179,5112,1.4,97,0,0.3,0.2,0,7874,43838,2685,23076,860,13.5,18.9,32.6,19.3,16.7,13.9,17.5,76.3,12,0.3,3.6,0.7,7.1,23.3,4921,70,16.3,13.2,0.4,5.1
"503",-92.1659927368164,41.1670188903809,808,"iowa","keokuk",54,10291,5179,5112,1.4,97,0,0.3,0.2,0,7874,43838,2685,23076,860,13.5,18.9,32.6,19.3,16.7,13.9,17.5,76.3,12,0.3,3.6,0.7,7.1,23.3,4921,70,16.3,13.2,0.4,5.1
"504",-92.3951721191406,41.1727447509766,808,"iowa","keokuk",54,10291,5179,5112,1.4,97,0,0.3,0.2,0,7874,43838,2685,23076,860,13.5,18.9,32.6,19.3,16.7,13.9,17.5,76.3,12,0.3,3.6,0.7,7.1,23.3,4921,70,16.3,13.2,0.4,5.1
"505",-92.4123611450195,41.5222511291504,808,"iowa","keokuk",54,10291,5179,5112,1.4,97,0,0.3,0.2,0,7874,43838,2685,23076,860,13.5,18.9,32.6,19.3,16.7,13.9,17.5,76.3,12,0.3,3.6,0.7,7.1,23.3,4921,70,16.3,13.2,0.4,5.1
"506",-92.2691192626953,41.5222511291504,808,"iowa","keokuk",54,10291,5179,5112,1.4,97,0,0.3,0.2,0,7874,43838,2685,23076,860,13.5,18.9,32.6,19.3,16.7,13.9,17.5,76.3,12,0.3,3.6,0.7,7.1,23.3,4921,70,16.3,13.2,0.4,5.1
"507",-91.9310836791992,41.5165214538574,808,"iowa","keokuk",54,10291,5179,5112,1.4,97,0,0.3,0.2,0,7874,43838,2685,23076,860,13.5,18.9,32.6,19.3,16.7,13.9,17.5,76.3,12,0.3,3.6,0.7,7.1,23.3,4921,70,16.3,13.2,0.4,5.1
"508",-94.4520874023438,43.2640419006348,809,"iowa","kossuth",55,15280,7629,7651,1.8,96.1,0.4,0.1,0.4,0,11791,51496,2160,28952,1134,9,14.5,34,15.6,20.7,11,18.7,82.8,6.1,0.3,4.2,1.7,4.9,15,7788,74.6,12.2,13,0.2,2.1
"509",-94.4520874023438,43.5046844482422,809,"iowa","kossuth",55,15280,7629,7651,1.8,96.1,0.4,0.1,0.4,0,11791,51496,2160,28952,1134,9,14.5,34,15.6,20.7,11,18.7,82.8,6.1,0.3,4.2,1.7,4.9,15,7788,74.6,12.2,13,0.2,2.1
"510",-94.2630157470703,43.5046844482422,809,"iowa","kossuth",55,15280,7629,7651,1.8,96.1,0.4,0.1,0.4,0,11791,51496,2160,28952,1134,9,14.5,34,15.6,20.7,11,18.7,82.8,6.1,0.3,4.2,1.7,4.9,15,7788,74.6,12.2,13,0.2,2.1
"511",-93.9765396118164,43.5104141235352,809,"iowa","kossuth",55,15280,7629,7651,1.8,96.1,0.4,0.1,0.4,0,11791,51496,2160,28952,1134,9,14.5,34,15.6,20.7,11,18.7,82.8,6.1,0.3,4.2,1.7,4.9,15,7788,74.6,12.2,13,0.2,2.1
"512",-93.9708099365234,43.2583122253418,809,"iowa","kossuth",55,15280,7629,7651,1.8,96.1,0.4,0.1,0.4,0,11791,51496,2160,28952,1134,9,14.5,34,15.6,20.7,11,18.7,82.8,6.1,0.3,4.2,1.7,4.9,15,7788,74.6,12.2,13,0.2,2.1
"513",-93.9708099365234,42.9145393371582,809,"iowa","kossuth",55,15280,7629,7651,1.8,96.1,0.4,0.1,0.4,0,11791,51496,2160,28952,1134,9,14.5,34,15.6,20.7,11,18.7,82.8,6.1,0.3,4.2,1.7,4.9,15,7788,74.6,12.2,13,0.2,2.1
"514",-94.4406356811523,42.9202690124512,809,"iowa","kossuth",55,15280,7629,7651,1.8,96.1,0.4,0.1,0.4,0,11791,51496,2160,28952,1134,9,14.5,34,15.6,20.7,11,18.7,82.8,6.1,0.3,4.2,1.7,4.9,15,7788,74.6,12.2,13,0.2,2.1
"515",-94.4520874023438,43.2640419006348,809,"iowa","kossuth",55,15280,7629,7651,1.8,96.1,0.4,0.1,0.4,0,11791,51496,2160,28952,1134,9,14.5,34,15.6,20.7,11,18.7,82.8,6.1,0.3,4.2,1.7,4.9,15,7788,74.6,12.2,13,0.2,2.1
"516",-91.1117477416992,40.7086524963379,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"517",-91.1117477416992,40.680004119873,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"518",-91.146125793457,40.6570854187012,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"519",-91.1862335205078,40.6341667175293,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"520",-91.2664489746094,40.6227073669434,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"521",-91.3065567016602,40.6227073669434,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"522",-91.3523941040039,40.6112480163574,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"523",-91.3753051757812,40.5883293151855,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"524",-91.415412902832,40.5654106140137,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"525",-91.415412902832,40.5539512634277,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"526",-91.3753051757812,40.496654510498,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"527",-91.3925018310547,40.4450912475586,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"528",-91.3925018310547,40.4221725463867,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"529",-91.3867721557617,40.3935241699219,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"530",-91.4096832275391,40.3820648193359,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"531",-91.415412902832,40.376335144043,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"532",-91.4898986816406,40.4164428710938,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"533",-91.5242767333984,40.4737358093262,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"534",-91.5873031616211,40.5081176757812,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"535",-91.6159515380859,40.5654106140137,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"536",-91.6675186157227,40.5654106140137,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"537",-91.7018966674805,40.6169776916504,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"538",-91.7076263427734,40.8232421875,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"539",-91.3982238769531,40.8232421875,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"540",-91.3581161499023,40.8175163269043,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"541",-91.335205078125,40.8060531616211,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"542",-91.3065567016602,40.7945976257324,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"543",-91.3008270263672,40.7774085998535,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"544",-91.2664489746094,40.7602157592773,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"545",-91.23779296875,40.7602157592773,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"546",-91.2148818969727,40.7373008728027,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"547",-91.1862335205078,40.7315711975098,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"548",-91.1633148193359,40.7315711975098,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"549",-91.15185546875,40.7315711975098,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"550",-91.1403961181641,40.7258415222168,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"551",-91.1117477416992,40.7086524963379,810,"iowa","lee",56,35369,17767,17602,3.3,91,3,0,0.5,0,27486,43312,1869,22746,753,16.8,24.3,23.4,19.9,21.9,11.1,23.7,86.2,6.6,0.2,2.9,1.5,2.5,17.9,16414,81.1,12.7,5.8,0.4,8.7
"552",-91.8222122192383,42.3014755249023,811,"iowa","linn",57,216640,106827,109813,2.9,88.2,4.1,0.2,2,0,161083,59322,1387,30829,611,9.8,10.9,38.2,15,25.2,8.3,13.3,83.7,8.5,1.1,2.2,1.2,3.4,18.7,114142,85.5,9.9,4.5,0.1,4.8
"553",-91.5873031616211,42.3014755249023,811,"iowa","linn",57,216640,106827,109813,2.9,88.2,4.1,0.2,2,0,161083,59322,1387,30829,611,9.8,10.9,38.2,15,25.2,8.3,13.3,83.7,8.5,1.1,2.2,1.2,3.4,18.7,114142,85.5,9.9,4.5,0.1,4.8
"554",-91.3523941040039,42.3014755249023,811,"iowa","linn",57,216640,106827,109813,2.9,88.2,4.1,0.2,2,0,161083,59322,1387,30829,611,9.8,10.9,38.2,15,25.2,8.3,13.3,83.7,8.5,1.1,2.2,1.2,3.4,18.7,114142,85.5,9.9,4.5,0.1,4.8
"555",-91.3523941040039,41.9519729614258,811,"iowa","linn",57,216640,106827,109813,2.9,88.2,4.1,0.2,2,0,161083,59322,1387,30829,611,9.8,10.9,38.2,15,25.2,8.3,13.3,83.7,8.5,1.1,2.2,1.2,3.4,18.7,114142,85.5,9.9,4.5,0.1,4.8
"556",-91.3523941040039,41.871753692627,811,"iowa","linn",57,216640,106827,109813,2.9,88.2,4.1,0.2,2,0,161083,59322,1387,30829,611,9.8,10.9,38.2,15,25.2,8.3,13.3,83.7,8.5,1.1,2.2,1.2,3.4,18.7,114142,85.5,9.9,4.5,0.1,4.8
"557",-91.8222122192383,41.871753692627,811,"iowa","linn",57,216640,106827,109813,2.9,88.2,4.1,0.2,2,0,161083,59322,1387,30829,611,9.8,10.9,38.2,15,25.2,8.3,13.3,83.7,8.5,1.1,2.2,1.2,3.4,18.7,114142,85.5,9.9,4.5,0.1,4.8
"558",-91.8222122192383,42.3014755249023,811,"iowa","linn",57,216640,106827,109813,2.9,88.2,4.1,0.2,2,0,161083,59322,1387,30829,611,9.8,10.9,38.2,15,25.2,8.3,13.3,83.7,8.5,1.1,2.2,1.2,3.4,18.7,114142,85.5,9.9,4.5,0.1,4.8
"559",-91.06591796875,41.3446350097656,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"560",-91.0601806640625,41.3274459838867,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"561",-91.06591796875,41.3102569580078,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"562",-91.0888290405273,41.270149230957,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"563",-91.0888290405273,41.2300453186035,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"564",-91.0544509887695,41.2013931274414,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"565",-91.0200805664062,41.1784744262695,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"566",-90.9857025146484,41.1555557250977,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"567",-90.9570465087891,41.1154518127441,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"568",-90.9513168334961,41.0810737609863,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"569",-91.3523941040039,41.0868034362793,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"570",-91.3581161499023,41.1727447509766,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"571",-91.4669799804688,41.1727447509766,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"572",-91.4727172851562,41.4305801391602,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"573",-91.3523941040039,41.4248466491699,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"574",-91.3523941040039,41.3503646850586,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"575",-91.06591796875,41.3446350097656,812,"iowa","louisa",58,11271,5751,5520,16.1,79.8,0.8,0.2,2.5,0.1,7880,51144,3292,26176,2334,12.2,19.4,25.5,15,18.7,11.1,29.7,80,11.4,0.1,1.5,1.7,5.3,22.5,5614,81.9,11.2,6.9,0,4.8
"576",-93.1056442260742,41.1670188903809,813,"iowa","lucas",59,8731,4376,4355,0.3,97.4,0.2,0.3,0.3,0,6530,43962,2108,23512,1058,13.1,16.2,27.2,17.2,28,12.2,15.3,82.1,7.7,0.6,2,1.2,6.4,22.4,4122,74.2,14.7,11.1,0,5.8
"577",-93.1056442260742,40.9034576416016,813,"iowa","lucas",59,8731,4376,4355,0.3,97.4,0.2,0.3,0.3,0,6530,43962,2108,23512,1058,13.1,16.2,27.2,17.2,28,12.2,15.3,82.1,7.7,0.6,2,1.2,6.4,22.4,4122,74.2,14.7,11.1,0,5.8
"578",-93.5640106201172,40.9034576416016,813,"iowa","lucas",59,8731,4376,4355,0.3,97.4,0.2,0.3,0.3,0,6530,43962,2108,23512,1058,13.1,16.2,27.2,17.2,28,12.2,15.3,82.1,7.7,0.6,2,1.2,6.4,22.4,4122,74.2,14.7,11.1,0,5.8
"579",-93.5640106201172,41.1612892150879,813,"iowa","lucas",59,8731,4376,4355,0.3,97.4,0.2,0.3,0.3,0,6530,43962,2108,23512,1058,13.1,16.2,27.2,17.2,28,12.2,15.3,82.1,7.7,0.6,2,1.2,6.4,22.4,4122,74.2,14.7,11.1,0,5.8
"580",-93.3348236083984,41.1612892150879,813,"iowa","lucas",59,8731,4376,4355,0.3,97.4,0.2,0.3,0.3,0,6530,43962,2108,23512,1058,13.1,16.2,27.2,17.2,28,12.2,15.3,82.1,7.7,0.6,2,1.2,6.4,22.4,4122,74.2,14.7,11.1,0,5.8
"581",-93.1056442260742,41.1670188903809,813,"iowa","lucas",59,8731,4376,4355,0.3,97.4,0.2,0.3,0.3,0,6530,43962,2108,23512,1058,13.1,16.2,27.2,17.2,28,12.2,15.3,82.1,7.7,0.6,2,1.2,6.4,22.4,4122,74.2,14.7,11.1,0,5.8
"582",-96.0449142456055,43.4989547729492,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"583",-95.8615646362305,43.5046844482422,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"584",-95.8615646362305,43.2640419006348,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"585",-96.5605773925781,43.2583122253418,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"586",-96.5720367431641,43.2812309265137,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"587",-96.5548477172852,43.2984199523926,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"588",-96.5319290161133,43.3098793029785,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"589",-96.5147399902344,43.3385276794434,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"590",-96.5090103149414,43.3786354064941,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"591",-96.5376586914062,43.3958206176758,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
"592",-96.5720367431641,43.4244728088379,814,"iowa","lyon",60,11723,5951,5772,2.5,96.3,0.1,0.2,0.3,0,8343,57130,2941,26777,1390,7.3,9.3,36.9,15.1,20.8,12.7,14.5,79.8,7.9,0,5.4,0.3,6.6,17,5968,76.8,12.1,10.5,0.6,2.4
